Solver_Var,Solver_Value,Year,ID,Num_Vehicles,Type,Fuel,Distance_bucket,Distance_per_vehicle(km),Size,p_year,Ftype,ratio,Demand,Demand_id,age,k,T_val
"U[7,6,2,1,0]",3.0,2030,LNG_S3_2029,3,Use,LNG,D1,73000.0,S3,2029,LNG,1.0,219000.0,S3_D1_2030,2,1,0
"U[7,6,2,1,1]",19.0,2030,LNG_S3_2029,19,Use,LNG,D2,73000.0,S3,2029,LNG,1.0,1387000.0,S3_D2_2030,2,1,0
"U[7,6,2,1,3]",3.0,2030,LNG_S3_2029,3,Use,LNG,D4,73000.0,S3,2029,LNG,1.0,219000.0,S3_D4_2030,2,1,0
"U[7,6,2,2,1]",7.0,2030,LNG_S3_2029,7,Use,BioLNG,D2,73000.0,S3,2029,LNG,1.0,511000.0,S3_D2_2030,2,2,0
"U[7,6,3,1,1]",1.0,2030,LNG_S4_2029,1,Use,LNG,D2,118000.0,S4,2029,LNG,1.0,118000.0,S4_D2_2030,2,1,0
"U[7,6,3,1,2]",1.0,2030,LNG_S4_2029,1,Use,LNG,D3,118000.0,S4,2029,LNG,1.0,118000.0,S4_D3_2030,2,1,0
"U[7,6,3,2,1]",6.0,2030,LNG_S4_2029,6,Use,BioLNG,D2,118000.0,S4,2029,LNG,1.0,708000.0,S4_D2_2030,2,2,0
"U[7,7,0,2,2]",19.0,2030,LNG_S1_2030,19,Use,BioLNG,D3,102000.0,S1,2030,LNG,1.0,1938000.0,S1_D3_2030,1,2,0
"U[7,7,1,1,1]",1.0,2030,LNG_S2_2030,1,Use,LNG,D2,106000.0,S2,2030,LNG,1.0,106000.0,S2_D2_2030,1,1,0
"U[7,7,1,1,2]",3.0,2030,LNG_S2_2030,3,Use,LNG,D3,106000.0,S2,2030,LNG,1.0,318000.0,S2_D3_2030,1,1,0
"U[7,7,1,2,1]",1.0,2030,LNG_S2_2030,1,Use,BioLNG,D2,106000.0,S2,2030,LNG,1.0,106000.0,S2_D2_2030,1,2,0
"U[7,7,2,1,0]",9.0,2030,LNG_S3_2030,9,Use,LNG,D1,73000.0,S3,2030,LNG,1.0,657000.0,S3_D1_2030,1,1,0
"U[7,7,2,1,1]",8.0,2030,LNG_S3_2030,8,Use,LNG,D2,73000.0,S3,2030,LNG,1.0,584000.0,S3_D2_2030,1,1,0
"U[7,7,2,1,2]",7.0,2030,LNG_S3_2030,7,Use,LNG,D3,73000.0,S3,2030,LNG,1.0,511000.0,S3_D3_2030,1,1,0
"U[7,7,2,2,0]",2.0,2030,LNG_S3_2030,2,Use,BioLNG,D1,73000.0,S3,2030,LNG,1.0,146000.0,S3_D1_2030,1,2,0
"U[7,7,3,4,0]",0.1539745762720339,2030,Diesel_S4_2030,1,Use,B20,D1,18169.0000001,S4,2030,Diesel,0.1539745762720339,18169.0000001,S4_D1_2030,1,4,0
"U[8,0,0,1,0]",4.218156862746079,2031,LNG_S1_2023,5,Use,LNG,D1,86050.40000002,S1,2023,LNG,0.8436313725492157,430252.0000001,S1_D1_2031,9,1,0
"U[8,0,0,1,2]",10.818137254902942,2031,LNG_S1_2023,11,Use,LNG,D3,100313.63636364546,S1,2023,LNG,0.9834670231729947,1103450.0000001001,S1_D3_2031,9,1,0
"U[8,0,2,4,1]",0.5502054794534262,2031,Diesel_S3_2023,1,Use,B20,D2,40165.00000010012,S3,2023,Diesel,0.5502054794534262,40165.00000010012,S3_D2_2031,9,4,0
"U[8,1,0,1,2]",9.0,2031,LNG_S1_2024,9,Use,LNG,D3,102000.0,S1,2024,LNG,1.0,918000.0,S1_D3_2031,8,1,0
"U[8,2,0,1,1]",0.4580294117656874,2031,LNG_S1_2025,1,Use,LNG,D2,46719.00000010012,S1,2025,LNG,0.4580294117656874,46719.00000010012,S1_D2_2031,7,1,0
"U[8,2,0,1,3]",4.084823529412745,2031,LNG_S1_2025,5,Use,LNG,D4,83330.40000002,S1,2025,LNG,0.816964705882549,416652.0000001,S1_D4_2031,7,1,0
"U[8,3,0,1,2]",1.0,2031,LNG_S1_2026,1,Use,LNG,D3,102000.0,S1,2026,LNG,1.0,102000.0,S1_D3_2031,6,1,0
"U[8,4,0,1,1]",2.0,2031,LNG_S1_2027,2,Use,LNG,D2,102000.0,S1,2027,LNG,1.0,204000.0,S1_D2_2031,5,1,0
"U[8,4,0,1,2]",1.0,2031,LNG_S1_2027,1,Use,LNG,D3,102000.0,S1,2027,LNG,1.0,102000.0,S1_D3_2031,5,1,0
"U[8,4,0,2,0]",3.0,2031,LNG_S1_2027,3,Use,BioLNG,D1,102000.0,S1,2027,LNG,1.0,306000.0,S1_D1_2031,5,2,0
"U[8,5,0,2,1]",12.0,2031,LNG_S1_2028,12,Use,BioLNG,D2,102000.0,S1,2028,LNG,1.0,1224000.0,S1_D2_2031,4,2,0
"U[8,5,0,2,2]",10.0,2031,LNG_S1_2028,10,Use,BioLNG,D3,102000.0,S1,2028,LNG,1.0,1020000.0,S1_D3_2031,4,2,0
"U[8,5,1,1,0]",0.701915094340565,2031,LNG_S2_2028,1,Use,LNG,D1,74403.00000009988,S2,2028,LNG,0.701915094340565,74403.00000009988,S2_D1_2031,4,1,0
"U[8,5,1,1,1]",2.935820754717924,2031,LNG_S2_2028,3,Use,LNG,D2,103732.33333336664,S2,2028,LNG,0.9786069182393079,311197.0000000999,S2_D2_2031,4,1,0
"U[8,5,1,1,2]",3.9006886792462265,2031,LNG_S2_2028,4,Use,LNG,D3,103368.250000025,S2,2028,LNG,0.9751721698115566,413473.0000001,S2_D3_2031,4,1,0
"U[8,5,1,1,3]",0.8532283919131235,2031,LNG_S2_2028,1,Use,LNG,D4,90442.2095427911,S2,2028,LNG,0.8532283919131235,90442.2095427911,S2_D4_2031,4,1,0
"U[8,5,2,1,0]",10.0,2031,LNG_S3_2028,10,Use,LNG,D1,73000.0,S3,2028,LNG,1.0,730000.0,S3_D1_2031,4,1,0
"U[8,5,2,1,2]",1.0,2031,LNG_S3_2028,1,Use,LNG,D3,73000.0,S3,2028,LNG,1.0,73000.0,S3_D3_2031,4,1,0
"U[8,5,2,2,0]",0.8789726027410975,2031,LNG_S3_2028,1,Use,BioLNG,D1,64165.00000010012,S3,2028,LNG,0.8789726027410975,64165.00000010012,S3_D1_2031,4,2,0
"U[8,5,2,2,2]",3.906150684932875,2031,LNG_S3_2028,4,Use,BioLNG,D3,71287.25000002497,S3,2028,LNG,0.9765376712332188,285149.0000000999,S3_D3_2031,4,2,0
"U[8,5,2,3,3]",0.3262191780835616,2031,Diesel_S3_2028,1,Use,HVO,D4,23814.000000099997,S3,2028,Diesel,0.3262191780835616,23814.000000099997,S3_D4_2031,4,3,0
"U[8,6,0,2,0]",3.0,2031,LNG_S1_2029,3,Use,BioLNG,D1,102000.0,S1,2029,LNG,1.0,306000.0,S1_D1_2031,3,2,0
"U[8,6,0,2,1]",7.0,2031,LNG_S1_2029,7,Use,BioLNG,D2,102000.0,S1,2029,LNG,1.0,714000.0,S1_D2_2031,3,2,0
"U[8,6,1,2,1]",1.0,2031,LNG_S2_2029,1,Use,BioLNG,D2,106000.0,S2,2029,LNG,1.0,106000.0,S2_D2_2031,3,2,0
"U[8,6,1,2,3]",0.6748659477104614,2031,LNG_S2_2029,1,Use,BioLNG,D4,71535.7904573089,S2,2029,LNG,0.6748659477104614,71535.7904573089,S2_D4_2031,3,2,0
"U[8,6,2,1,0]",14.0,2031,LNG_S3_2029,14,Use,LNG,D1,73000.0,S3,2029,LNG,1.0,1022000.0,S3_D1_2031,3,1,0
"U[8,6,2,1,2]",11.0,2031,LNG_S3_2029,11,Use,LNG,D3,73000.0,S3,2029,LNG,1.0,803000.0,S3_D3_2031,3,1,0
"U[8,6,2,2,0]",5.0,2031,LNG_S3_2029,5,Use,BioLNG,D1,73000.0,S3,2029,LNG,1.0,365000.0,S3_D1_2031,3,2,0
"U[8,6,2,2,3]",2.0,2031,LNG_S3_2029,2,Use,BioLNG,D4,73000.0,S3,2029,LNG,1.0,146000.0,S3_D4_2031,3,2,0
"U[8,6,3,1,1]",1.0,2031,LNG_S4_2029,1,Use,LNG,D2,118000.0,S4,2029,LNG,1.0,118000.0,S4_D2_2031,3,1,0
"U[8,6,3,1,2]",1.0,2031,LNG_S4_2029,1,Use,LNG,D3,118000.0,S4,2029,LNG,1.0,118000.0,S4_D3_2031,3,1,0
"U[8,6,3,2,1]",4.982720338983898,2031,LNG_S4_2029,5,Use,BioLNG,D2,117592.20000001999,S4,2029,LNG,0.9965440677967796,587961.0000001,S4_D2_2031,3,2,0
"U[8,6,3,2,2]",0.1838728813567796,2031,LNG_S4_2029,1,Use,BioLNG,D3,21697.000000099993,S4,2029,LNG,0.1838728813567796,21697.000000099993,S4_D3_2031,3,2,0
"U[8,7,0,2,1]",11.0,2031,LNG_S1_2030,11,Use,BioLNG,D2,102000.0,S1,2030,LNG,1.0,1122000.0,S1_D2_2031,2,2,0
"U[8,7,0,2,2]",8.0,2031,LNG_S1_2030,8,Use,BioLNG,D3,102000.0,S1,2030,LNG,1.0,816000.0,S1_D3_2031,2,2,0
"U[8,7,1,1,2]",4.0,2031,LNG_S2_2030,4,Use,LNG,D3,106000.0,S2,2030,LNG,1.0,424000.0,S2_D3_2031,2,1,0
"U[8,7,1,2,2]",1.0,2031,LNG_S2_2030,1,Use,BioLNG,D3,106000.0,S2,2030,LNG,1.0,106000.0,S2_D3_2031,2,2,0
"U[8,7,2,1,1]",23.0,2031,LNG_S3_2030,23,Use,LNG,D2,73000.0,S3,2030,LNG,1.0,1679000.0,S3_D2_2031,2,1,0
"U[8,7,2,1,2]",1.0,2031,LNG_S3_2030,1,Use,LNG,D3,73000.0,S3,2030,LNG,1.0,73000.0,S3_D3_2031,2,1,0
"U[8,7,2,2,0]",1.0,2031,LNG_S3_2030,1,Use,BioLNG,D1,73000.0,S3,2030,LNG,1.0,73000.0,S3_D1_2031,2,2,0
"U[8,7,2,2,3]",1.0,2031,LNG_S3_2030,1,Use,BioLNG,D4,73000.0,S3,2030,LNG,1.0,73000.0,S3_D4_2031,2,2,0
"U[8,7,3,4,0]",0.1588813559330508,2031,Diesel_S4_2030,1,Use,B20,D1,18748.000000099993,S4,2030,Diesel,0.1588813559330508,18748.000000099993,S4_D1_2031,2,4,0
"U[8,8,0,2,3]",1.0,2031,LNG_S1_2031,1,Use,BioLNG,D4,102000.0,S1,2031,LNG,1.0,102000.0,S1_D4_2031,1,2,0
"U[8,8,1,1,0]",3.0,2031,LNG_S2_2031,3,Use,LNG,D1,106000.0,S2,2031,LNG,1.0,318000.0,S2_D1_2031,1,1,0
"U[8,8,1,2,0]",8.0,2031,LNG_S2_2031,8,Use,BioLNG,D1,106000.0,S2,2031,LNG,1.0,848000.0,S2_D1_2031,1,2,0
"U[8,8,1,2,1]",12.0,2031,LNG_S2_2031,12,Use,BioLNG,D2,106000.0,S2,2031,LNG,1.0,1272000.0,S2_D2_2031,1,2,0
"U[8,8,2,1,0]",5.0,2031,LNG_S3_2031,5,Use,LNG,D1,73000.0,S3,2031,LNG,1.0,365000.0,S3_D1_2031,1,1,0
"U[8,8,2,1,1]",15.0,2031,LNG_S3_2031,15,Use,LNG,D2,73000.0,S3,2031,LNG,1.0,1095000.0,S3_D2_2031,1,1,0
"U[8,8,3,1,1]",2.0,2031,LNG_S4_2031,2,Use,LNG,D2,118000.0,S4,2031,LNG,1.0,236000.0,S4_D2_2031,1,1,0
"U[8,8,3,4,3]",0.0186355932211864,2031,Diesel_S4_2031,1,Use,B20,D4,2199.0000000999953,S4,2031,Diesel,0.0186355932211864,2199.0000000999953,S4_D4_2031,1,4,0
"U[9,1,0,1,0]",1.4876568627460771,2032,LNG_S1_2024,2,Use,LNG,D1,75870.50000004993,S1,2024,LNG,0.7438284313730386,151741.00000009986,S1_D1_2032,9,1,0
"U[9,1,0,1,1]",1.636617647059805,2032,LNG_S1_2024,2,Use,LNG,D2,83467.50000005006,S1,2024,LNG,0.8183088235299025,166935.00000010012,S1_D2_2032,9,1,0
"U[9,1,0,1,2]",4.0,2032,LNG_S1_2024,4,Use,LNG,D3,102000.0,S1,2024,LNG,1.0,408000.0,S1_D3_2032,9,1,0
"U[9,1,0,1,3]",0.3227647058833333,2032,LNG_S1_2024,1,Use,LNG,D4,32922.00000009999,S1,2024,LNG,0.3227647058833333,32922.00000009999,S1_D4_2032,9,1,0
"U[9,2,0,1,0]",2.0,2032,LNG_S1_2025,2,Use,LNG,D1,102000.0,S1,2025,LNG,1.0,204000.0,S1_D1_2032,8,1,0
"U[9,2,0,1,2]",3.53948039215784,2032,LNG_S1_2025,4,Use,LNG,D3,90256.75000002493,S1,2025,LNG,0.88487009803946,361027.0000000997,S1_D3_2032,8,1,0
"U[9,3,0,1,1]",1.0,2032,LNG_S1_2026,1,Use,LNG,D2,102000.0,S1,2026,LNG,1.0,102000.0,S1_D2_2032,7,1,0
"U[9,4,0,1,1]",2.0,2032,LNG_S1_2027,2,Use,LNG,D2,102000.0,S1,2027,LNG,1.0,204000.0,S1_D2_2032,6,1,0
"U[9,4,0,1,3]",1.0,2032,LNG_S1_2027,1,Use,LNG,D4,102000.0,S1,2027,LNG,1.0,102000.0,S1_D4_2032,6,1,0
"U[9,4,0,2,3]",3.0,2032,LNG_S1_2027,3,Use,BioLNG,D4,102000.0,S1,2027,LNG,1.0,306000.0,S1_D4_2032,6,2,0
"U[9,5,0,2,0]",5.0,2032,LNG_S1_2028,5,Use,BioLNG,D1,102000.0,S1,2028,LNG,1.0,510000.0,S1_D1_2032,5,2,0
"U[9,5,0,2,1]",7.0,2032,LNG_S1_2028,7,Use,BioLNG,D2,102000.0,S1,2028,LNG,1.0,714000.0,S1_D2_2032,5,2,0
"U[9,5,0,2,2]",9.0,2032,LNG_S1_2028,9,Use,BioLNG,D3,102000.0,S1,2028,LNG,1.0,918000.0,S1_D3_2032,5,2,0
"U[9,5,0,2,3]",1.0,2032,LNG_S1_2028,1,Use,BioLNG,D4,102000.0,S1,2028,LNG,1.0,102000.0,S1_D4_2032,5,2,0
"U[9,5,2,3,0]",0.0977260273986317,2032,Diesel_S3_2028,1,Use,HVO,D1,7134.000000100114,S3,2028,Diesel,0.0977260273986317,7134.000000100114,S3_D1_2032,5,3,0
"U[9,6,0,2,2]",10.0,2032,LNG_S1_2029,10,Use,BioLNG,D3,102000.0,S1,2029,LNG,1.0,1020000.0,S1_D3_2032,4,2,0
"U[9,6,1,2,1]",1.0,2032,LNG_S2_2029,1,Use,BioLNG,D2,106000.0,S2,2029,LNG,1.0,106000.0,S2_D2_2032,4,2,0
"U[9,6,1,2,2]",1.0,2032,LNG_S2_2029,1,Use,BioLNG,D3,106000.0,S2,2029,LNG,1.0,106000.0,S2_D3_2032,4,2,0
"U[9,6,2,1,0]",25.0,2032,LNG_S3_2029,25,Use,LNG,D1,73000.0,S3,2029,LNG,1.0,1825000.0,S3_D1_2032,4,1,0
"U[9,6,2,2,2]",0.1816712328780806,2032,LNG_S3_2029,1,Use,BioLNG,D3,13262.000000099884,S3,2029,LNG,0.1816712328780806,13262.000000099884,S3_D3_2032,4,2,0
"U[9,6,2,2,3]",3.4312328767136986,2032,LNG_S3_2029,4,Use,BioLNG,D4,62620.000000025,S3,2029,LNG,0.8578082191784246,250480.0000001,S3_D4_2032,4,2,0
"U[9,6,3,1,2]",0.540021074429079,2032,LNG_S4_2029,1,Use,LNG,D3,63722.48678263132,S4,2029,LNG,0.540021074429079,63722.48678263132,S4_D3_2032,4,1,0
"U[9,6,3,2,1]",1.0,2032,LNG_S4_2029,1,Use,BioLNG,D2,118000.0,S4,2029,LNG,1.0,118000.0,S4_D2_2032,4,2,0
"U[9,6,3,2,2]",0.6582162137073617,2032,LNG_S4_2029,1,Use,BioLNG,D3,77669.51321746869,S4,2029,LNG,0.6582162137073617,77669.51321746869,S4_D3_2032,4,2,0
"U[9,7,0,2,0]",2.0,2032,LNG_S1_2030,2,Use,BioLNG,D1,102000.0,S1,2030,LNG,1.0,204000.0,S1_D1_2032,3,2,0
"U[9,7,0,2,1]",17.0,2032,LNG_S1_2030,17,Use,BioLNG,D2,102000.0,S1,2030,LNG,1.0,1734000.0,S1_D2_2032,3,2,0
"U[9,7,1,1,0]",1.8668962264160367,2032,LNG_S2_2030,2,Use,LNG,D1,98945.50000004994,S2,2030,LNG,0.9334481132080183,197891.00000009988,S2_D1_2032,3,1,0
"U[9,7,1,1,2]",1.249349056604717,2032,LNG_S2_2030,2,Use,LNG,D3,66215.50000005,S2,2030,LNG,0.6246745283023585,132431.0000001,S2_D3_2032,3,1,0
"U[9,7,1,2,0]",1.0,2032,LNG_S2_2030,1,Use,BioLNG,D1,106000.0,S2,2030,LNG,1.0,106000.0,S2_D1_2032,3,2,0
"U[9,7,2,1,0]",7.0,2032,LNG_S3_2030,7,Use,LNG,D1,73000.0,S3,2030,LNG,1.0,511000.0,S3_D1_2032,3,1,0
"U[9,7,2,1,2]",17.0,2032,LNG_S3_2030,17,Use,LNG,D3,73000.0,S3,2030,LNG,1.0,1241000.0,S3_D3_2032,3,1,0
"U[9,7,2,2,0]",2.0,2032,LNG_S3_2030,2,Use,BioLNG,D1,73000.0,S3,2030,LNG,1.0,146000.0,S3_D1_2032,3,2,0
"U[9,7,3,4,3]",0.0189067796618644,2032,Diesel_S4_2030,1,Use,B20,D4,2231.000000099999,S4,2030,Diesel,0.0189067796618644,2231.000000099999,S4_D4_2032,3,4,0
"U[9,8,0,2,1]",1.0,2032,LNG_S1_2031,1,Use,BioLNG,D2,102000.0,S1,2031,LNG,1.0,102000.0,S1_D2_2032,2,2,0
"U[9,8,1,1,1]",1.5963773584915084,2032,LNG_S2_2031,2,Use,LNG,D2,84608.00000004994,S2,2031,LNG,0.7981886792457542,169216.00000009988,S2_D2_2032,2,1,0
"U[9,8,1,1,3]",0.5389339622650944,2032,LNG_S2_2031,1,Use,LNG,D4,57127.0000001,S2,2031,LNG,0.5389339622650944,57127.0000001,S2_D4_2032,2,1,0
"U[9,8,1,2,0]",8.0,2032,LNG_S2_2031,8,Use,BioLNG,D1,106000.0,S2,2031,LNG,1.0,848000.0,S2_D1_2032,2,2,0
"U[9,8,1,2,1]",5.0,2032,LNG_S2_2031,5,Use,BioLNG,D2,106000.0,S2,2031,LNG,1.0,530000.0,S2_D2_2032,2,2,0
"U[9,8,1,2,2]",7.0,2032,LNG_S2_2031,7,Use,BioLNG,D3,106000.0,S2,2031,LNG,1.0,742000.0,S2_D3_2032,2,2,0
"U[9,8,2,1,0]",3.0,2032,LNG_S3_2031,3,Use,LNG,D1,73000.0,S3,2031,LNG,1.0,219000.0,S3_D1_2032,2,1,0
"U[9,8,2,1,1]",17.0,2032,LNG_S3_2031,17,Use,LNG,D2,73000.0,S3,2031,LNG,1.0,1241000.0,S3_D2_2032,2,1,0
"U[9,8,3,1,1]",1.1988305084754238,2032,LNG_S4_2031,2,Use,LNG,D2,70731.00000005,S4,2031,LNG,0.5994152542377119,141462.0000001,S4_D2_2032,2,1,0
"U[9,8,3,4,0]",0.1635508474584746,2032,Diesel_S4_2031,1,Use,B20,D1,19299.0000001,S4,2031,Diesel,0.1635508474584746,19299.0000001,S4_D1_2032,2,4,0
"U[9,9,0,2,1]",4.0,2032,LNG_S1_2032,4,Use,BioLNG,D2,102000.0,S1,2032,LNG,1.0,408000.0,S1_D2_2032,1,2,0
"U[9,9,0,2,2]",15.0,2032,LNG_S1_2032,15,Use,BioLNG,D3,102000.0,S1,2032,LNG,1.0,1530000.0,S1_D3_2032,1,2,0
"U[9,9,1,2,0]",1.0,2032,LNG_S2_2032,1,Use,BioLNG,D1,106000.0,S2,2032,LNG,1.0,106000.0,S2_D1_2032,1,2,0
"U[9,9,1,2,1]",9.0,2032,LNG_S2_2032,9,Use,BioLNG,D2,106000.0,S2,2032,LNG,1.0,954000.0,S2_D2_2032,1,2,0
"U[9,9,1,2,3]",1.0,2032,LNG_S2_2032,1,Use,BioLNG,D4,106000.0,S2,2032,LNG,1.0,106000.0,S2_D4_2032,1,2,0
"U[9,9,2,1,1]",22.0,2032,LNG_S3_2032,22,Use,LNG,D2,73000.0,S3,2032,LNG,1.0,1606000.0,S3_D2_2032,1,1,0
"U[9,9,2,2,1]",0.228424657535618,2032,LNG_S3_2032,1,Use,BioLNG,D2,16675.000000100114,S3,2032,LNG,0.228424657535618,16675.000000100114,S3_D2_2032,1,2,0
"U[9,9,3,1,1]",6.0,2032,LNG_S4_2032,6,Use,LNG,D2,118000.0,S4,2032,LNG,1.0,708000.0,S4_D2_2032,1,1,0
"U[10,2,0,1,0]",0.4991764705892145,2033,LNG_S1_2025,1,Use,LNG,D1,50916.00000009988,S1,2025,LNG,0.4991764705892145,50916.00000009988,S1_D1_2033,9,1,0
"U[10,2,0,1,1]",0.2341862745107854,2033,LNG_S1_2025,1,Use,LNG,D2,23887.000000100114,S1,2025,LNG,0.2341862745107854,23887.000000100114,S1_D2_2033,9,1,0
"U[10,2,0,1,2]",3.0,2033,LNG_S1_2025,3,Use,LNG,D3,102000.0,S1,2025,LNG,1.0,306000.0,S1_D3_2033,9,1,0
"U[10,2,0,1,3]",0.5226862745107843,2033,LNG_S1_2025,1,Use,LNG,D4,53314.0000001,S1,2025,LNG,0.5226862745107843,53314.0000001,S1_D4_2033,9,1,0
"U[10,3,0,1,2]",1.0,2033,LNG_S1_2026,1,Use,LNG,D3,102000.0,S1,2026,LNG,1.0,102000.0,S1_D3_2033,8,1,0
"U[10,4,0,1,1]",1.0,2033,LNG_S1_2027,1,Use,LNG,D2,102000.0,S1,2027,LNG,1.0,102000.0,S1_D2_2033,7,1,0
"U[10,4,0,1,2]",2.0,2033,LNG_S1_2027,2,Use,LNG,D3,102000.0,S1,2027,LNG,1.0,204000.0,S1_D3_2033,7,1,0
"U[10,4,0,2,0]",1.0,2033,LNG_S1_2027,1,Use,BioLNG,D1,102000.0,S1,2027,LNG,1.0,102000.0,S1_D1_2033,7,2,0
"U[10,4,0,2,1]",2.0,2033,LNG_S1_2027,2,Use,BioLNG,D2,102000.0,S1,2027,LNG,1.0,204000.0,S1_D2_2033,7,2,0
"U[10,5,0,2,1]",16.0,2033,LNG_S1_2028,16,Use,BioLNG,D2,102000.0,S1,2028,LNG,1.0,1632000.0,S1_D2_2033,6,2,0
"U[10,5,0,2,2]",1.0,2033,LNG_S1_2028,1,Use,BioLNG,D3,102000.0,S1,2028,LNG,1.0,102000.0,S1_D3_2033,6,2,0
"U[10,5,0,2,3]",3.0,2033,LNG_S1_2028,3,Use,BioLNG,D4,102000.0,S1,2028,LNG,1.0,306000.0,S1_D4_2033,6,2,0
"U[10,6,0,2,1]",10.0,2033,LNG_S1_2029,10,Use,BioLNG,D2,102000.0,S1,2029,LNG,1.0,1020000.0,S1_D2_2033,5,2,0
"U[10,7,0,2,1]",3.0,2033,LNG_S1_2030,3,Use,BioLNG,D2,102000.0,S1,2030,LNG,1.0,306000.0,S1_D2_2033,4,2,0
"U[10,7,0,2,2]",14.0,2033,LNG_S1_2030,14,Use,BioLNG,D3,102000.0,S1,2030,LNG,1.0,1428000.0,S1_D3_2033,4,2,0
"U[10,7,0,2,3]",2.0,2033,LNG_S1_2030,2,Use,BioLNG,D4,102000.0,S1,2030,LNG,1.0,204000.0,S1_D4_2033,4,2,0
"U[10,7,1,1,0]",0.1040283018877347,2033,LNG_S2_2030,1,Use,LNG,D1,11027.000000099877,S2,2030,LNG,0.1040283018877347,11027.000000099877,S2_D1_2033,4,1,0
"U[10,7,1,1,1]",1.8897641509443384,2033,LNG_S2_2030,2,Use,LNG,D2,100157.50000004993,S2,2030,LNG,0.9448820754721692,200315.00000009986,S2_D2_2033,4,1,0
"U[10,7,1,1,3]",0.5862452830198114,2033,LNG_S2_2030,1,Use,LNG,D4,62142.00000010001,S2,2030,LNG,0.5862452830198114,62142.00000010001,S2_D4_2033,4,1,0
"U[10,7,1,2,0]",1.0,2033,LNG_S2_2030,1,Use,BioLNG,D1,106000.0,S2,2030,LNG,1.0,106000.0,S2_D1_2033,4,2,0
"U[10,7,2,1,0]",7.0,2033,LNG_S3_2030,7,Use,LNG,D1,73000.0,S3,2030,LNG,1.0,511000.0,S3_D1_2033,4,1,0
"U[10,7,2,1,1]",14.742068493152056,2033,LNG_S3_2030,15,Use,LNG,D2,71744.73333334,S3,2030,LNG,0.982804566210137,1076171.0000001001,S3_D2_2033,4,1,0
"U[10,7,2,1,2]",2.0,2033,LNG_S3_2030,2,Use,LNG,D3,73000.0,S3,2030,LNG,1.0,146000.0,S3_D3_2033,4,1,0
"U[10,7,2,2,2]",0.5610662957436772,2033,LNG_S3_2030,1,Use,BioLNG,D3,40957.83958928844,S3,2030,LNG,0.5610662957436772,40957.83958928844,S3_D3_2033,4,2,0
"U[10,7,3,4,3]",0.0189576271194915,2033,Diesel_S4_2030,1,Use,B20,D4,2237.000000099997,S4,2030,Diesel,0.0189576271194915,2237.000000099997,S4_D4_2033,4,4,0
"U[10,8,0,2,0]",1.0,2033,LNG_S1_2031,1,Use,BioLNG,D1,102000.0,S1,2031,LNG,1.0,102000.0,S1_D1_2033,3,2,0
"U[10,8,1,1,1]",2.0,2033,LNG_S2_2031,2,Use,LNG,D2,106000.0,S2,2031,LNG,1.0,212000.0,S2_D2_2033,3,1,0
"U[10,8,1,1,2]",0.5024528301896226,2033,LNG_S2_2031,1,Use,LNG,D3,53260.00000009999,S2,2031,LNG,0.5024528301896226,53260.00000009999,S2_D3_2033,3,1,0
"U[10,8,1,2,0]",1.0,2033,LNG_S2_2031,1,Use,BioLNG,D1,106000.0,S2,2031,LNG,1.0,106000.0,S2_D1_2033,3,2,0
"U[10,8,1,2,1]",13.0,2033,LNG_S2_2031,13,Use,BioLNG,D2,106000.0,S2,2031,LNG,1.0,1378000.0,S2_D2_2033,3,2,0
"U[10,8,1,2,2]",5.0,2033,LNG_S2_2031,5,Use,BioLNG,D3,106000.0,S2,2031,LNG,1.0,530000.0,S2_D3_2033,3,2,0
"U[10,8,1,2,3]",1.0,2033,LNG_S2_2031,1,Use,BioLNG,D4,106000.0,S2,2031,LNG,1.0,106000.0,S2_D4_2033,3,2,0
"U[10,8,2,1,0]",16.0,2033,LNG_S3_2031,16,Use,LNG,D1,73000.0,S3,2031,LNG,1.0,1168000.0,S3_D1_2033,3,1,0
"U[10,8,2,1,1]",4.0,2033,LNG_S3_2031,4,Use,LNG,D2,73000.0,S3,2031,LNG,1.0,292000.0,S3_D2_2033,3,1,0
"U[10,8,3,1,1]",0.5862288135601695,2033,LNG_S4_2031,1,Use,LNG,D2,69175.0000001,S4,2031,LNG,0.5862288135601695,69175.0000001,S4_D2_2033,3,1,0
"U[10,8,3,1,2]",1.0,2033,LNG_S4_2031,1,Use,LNG,D3,118000.0,S4,2031,LNG,1.0,118000.0,S4_D3_2033,3,1,0
"U[10,8,3,4,0]",0.1690847457635593,2033,Diesel_S4_2031,1,Use,B20,D1,19952.000000099997,S4,2031,Diesel,0.1690847457635593,19952.000000099997,S4_D1_2033,3,4,0
"U[10,9,0,2,1]",2.0,2033,LNG_S1_2032,2,Use,BioLNG,D2,102000.0,S1,2032,LNG,1.0,204000.0,S1_D2_2033,2,2,0
"U[10,9,0,2,2]",17.0,2033,LNG_S1_2032,17,Use,BioLNG,D3,102000.0,S1,2032,LNG,1.0,1734000.0,S1_D3_2033,2,2,0
"U[10,9,0,3,2]",0.0596470588245063,2033,Diesel_S1_2032,1,Use,HVO,D3,6084.000000099642,S1,2032,Diesel,0.0596470588245063,6084.000000099642,S1_D3_2033,2,3,0
"U[10,9,1,2,0]",9.0,2033,LNG_S2_2032,9,Use,BioLNG,D1,106000.0,S2,2032,LNG,1.0,954000.0,S2_D1_2033,2,2,0
